pert_dec,pert_util
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
5,18.88831956006586
9,18.88831956006586
7,18.88831956006586
7,18.88831956006586
7,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
5,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
7,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
6,18.88831956006586
5,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
7,18.88831956006586
7,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
7,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
5,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
5,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
5,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
5,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
6,18.88831956006586
7,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
6,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
5,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
6,18.88831956006586
5,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
5,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
5,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
5,18.88831956006586
6,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
5,18.88831956006586
8,18.88831956006586
5,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
7,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
7,18.88831956006586
5,18.88831956006586
7,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
5,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
5,18.88831956006586
9,18.88831956006586
8,18.88831956006586
5,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
5,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
7,18.88831956006586
6,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
5,18.88831956006586
7,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
6,18.88831956006586
5,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
6,18.88831956006586
6,18.88831956006586
6,18.88831956006586
5,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
5,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
6,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
5,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
5,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
5,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
7,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
7,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
5,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
7,18.88831956006586
7,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
5,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
5,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
5,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
7,18.88831956006586
5,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
7,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
7,18.88831956006586
8,18.88831956006586
6,18.88831956006586
6,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
5,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
7,18.88831956006586
5,18.88831956006586
7,18.88831956006586
7,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
5,18.88831956006586
7,18.88831956006586
9,18.88831956006586
5,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
6,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
5,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
5,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
6,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
5,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
6,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
5,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
5,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
6,18.88831956006586
9,18.88831956006586
8,18.88831956006586
7,18.88831956006586
9,18.88831956006586
5,18.88831956006586
7,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
5,18.88831956006586
9,18.88831956006586
6,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
7,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
5,18.88831956006586
6,18.88831956006586
9,18.88831956006586
7,18.88831956006586
7,18.88831956006586
9,18.88831956006586
8,18.88831956006586
8,18.88831956006586
8,18.88831956006586
5,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
9,18.88831956006586
5,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
8,18.88831956006586
9,18.88831956006586
9,18.88831956006586
9,18.88831956006586
6,18.88831956006586
7,18.88831956006586
9,18.88831956006586
9,18.88831956006586
7,18.88831956006586
7,18.88831956006586
6,18.88831956006586
8,18.88831956006586
